relation_id,relation_type,source_id,target_id,evidence,status
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.cns2.5,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.cns2.5,prob/Stop.html:dom-order:291,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.cns3,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.cns3,prob/Stop.html:dom-order:299,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.cns4,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.cns4,prob/Stop.html:dom-order:304,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.cns5,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.cns5,prob/Stop.html:dom-order:310,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.cns6,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.cns6,prob/Stop.html:dom-order:326,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.dfn,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.dfn,prob/Stop.html:dom-order:56,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.dfn1,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.dfn1,prob/Stop.html:dom-order:59,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.dfn3,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.dfn3,prob/Stop.html:dom-order:91,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.dfn4,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.dfn4,prob/Stop.html:dom-order:100,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.dfn5,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.dfn5,prob/Stop.html:dom-order:106,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.dnf2,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.dnf2,prob/Stop.html:dom-order:69,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.fil,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.fil,prob/Stop.html:dom-order:55,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.h2-001,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.h2-001,prob/Stop.html:dom-order:44,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.int,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.int,prob/Stop.html:dom-order:45,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.prc,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.prc,prob/Stop.html:dom-order:398,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.prc1,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.prc1,prob/Stop.html:dom-order:402,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.prc2,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.prc2,prob/Stop.html:dom-order:410,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.prc3,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.prc3,prob/Stop.html:dom-order:417,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.prc4,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.prc4,prob/Stop.html:dom-order:420,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.prc5,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.prc5,prob/Stop.html:dom-order:423,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.prc6,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.prc6,prob/Stop.html:dom-order:431,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.prc7,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.prc7,prob/Stop.html:dom-order:437,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.prc8,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.prc8,prob/Stop.html:dom-order:440,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.prp,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.prp,prob/Stop.html:dom-order:212,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.prp1,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.prp1,prob/Stop.html:dom-order:217,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.prp2,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.prp2,prob/Stop.html:dom-order:224,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.prp3,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.prp3,prob/Stop.html:dom-order:231,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.prp4,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.prp4,prob/Stop.html:dom-order:236,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.prp5,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.prp5,prob/Stop.html:dom-order:249,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.prp6,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.prp6,prob/Stop.html:dom-order:257,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.prp7,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.prp7,prob/Stop.html:dom-order:261,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.rgh,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.rgh,prob/Stop.html:dom-order:192,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.rgh1,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.rgh1,prob/Stop.html:dom-order:194,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.rgh2,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.rgh2,prob/Stop.html:dom-order:201,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.rgh3,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.rgh3,prob/Stop.html:dom-order:205,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.stc,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.stc,prob/Stop.html:dom-order:111,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.stc1,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.stc1,prob/Stop.html:dom-order:115,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.stc2,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.stc2,prob/Stop.html:dom-order:119,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.stc3,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.stc3,prob/Stop.html:dom-order:124,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.stc4,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.stc4,prob/Stop.html:dom-order:128,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.stc5,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.stc5,prob/Stop.html:dom-order:132,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.stc6,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.stc6,prob/Stop.html:dom-order:145,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.stc7,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.stc7,prob/Stop.html:dom-order:149,active
rel.contains.unit.o009.random.prob.stop.unit.o009.random.prob.stop.stp,contains,unit.o009.random.prob.stop,unit.o009.random.prob.stop.stp,prob/Stop.html:dom-order:211,active
rel.depends-on.markov-discrete.kernels,depends-on,unit.o009.random.markov.discrete,unit.o009.random.expect.kernels,Discrete transition matrices are countable-state probability kernels and operators,active
rel.depends-on.markov-discrete.markov-general,depends-on,unit.o009.random.markov.discrete,unit.o009.random.markov.general,"Discrete.html specializes the all-state Markov family, transition kernels, and strong-property conventions from General.html",active
rel.depends-on.markov-discrete.processes,depends-on,unit.o009.random.markov.discrete,unit.o009.random.prob.processes,Discrete.html uses stochastic-process and finite-dimensional-distribution foundations,active
rel.depends-on.markov-discrete.random-walk.o006-sampling,depends-on,unit.o009.random.markov.discrete.ind2,resource.o006.c140.shared,the independent-increment random-walk subsection uses the shared i.i.d. sampling prerequisite without importing O006 chapter-5 bytes,active
rel.depends-on.markov-discrete.stopping-times,depends-on,unit.o009.random.markov.discrete,unit.o009.random.prob.stop,"Discrete.html uses filtrations, entrance times, and sigma-algebras at stopping times",active
rel.depends-on.martingales-backwards.conditional-expectation,depends-on,unit.o009.random.martingales.backwards,unit.o009.random.expect.conditional2,martingales/Backwards.html constructs Doob reverse martingales with conditional expectation and the tower property,active
rel.depends-on.martingales-backwards.convergence,depends-on,unit.o009.random.martingales.backwards,unit.o009.random.martingales.convergence,martingales/Backwards.html uses ordinary martingale convergence and upcrossing results after reversing time,active
rel.depends-on.martingales-backwards.exchangeability,depends-on,unit.o009.random.martingales.backwards,unit.o009.random.prob.probability-revisited,martingales/Backwards.html applies the earlier exchangeability and tail-event concepts,active
rel.depends-on.martingales-backwards.strong-law.o006-sampling,depends-on,unit.o009.random.martingales.backwards.div-008,resource.o006.c140.shared,the reverse-martingale application proves the strong law using sampling concepts; O006 owns the Random chapter-5 sampling source bytes,active
rel.depends-on.martingales-convergence.inequalities,depends-on,unit.o009.random.martingales.convergence,unit.o009.random.martingales.inequalities,martingales/Convergence.html uses the upcrossing and Lp maximal inequalities,active
rel.depends-on.martingales-convergence.introduction,depends-on,unit.o009.random.martingales.convergence,unit.o009.random.martingales.introduction,the application sequence continues the martingale constructions introduced earlier,active
rel.depends-on.martingales-convergence.likelihood.o006-lln,depends-on,unit.o009.random.martingales.convergence.lrt1,resource.o006.c140.shared,the likelihood-ratio limit uses the strong law; O006 owns the Random sampling/LLN source surface,active
rel.depends-on.martingales-convergence.probability-convergence,depends-on,unit.o009.random.martingales.convergence,unit.o009.random.prob.convergence,martingales/Convergence.html uses almost-sure convergence and measurability of limits,active
rel.depends-on.martingales-convergence.uniform-integrability,depends-on,unit.o009.random.martingales.convergence,unit.o009.random.expect.uniform,martingales/Convergence.html uses uniform integrability and mean-convergence results,active
rel.depends-on.martingales-convergence.urn.o006-lln,depends-on,unit.o009.random.martingales.convergence.urn1,resource.o006.c140.shared,the no-reinforcement comparison invokes the law of large numbers; O006 owns that Random sampling source surface,active
rel.depends-on.martingales-inequalities.kolmogorov.o006-sampling,depends-on,unit.o009.random.martingales.inequalities.div-016,resource.o006.c140.shared,Kolmogorov's inequality is used here as an application; O006 owns the sampling and independent-sum prerequisite surface,active
rel.depends-on.martingales-inequalities.martingales-properties,depends-on,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.properties,martingales/Inequalities.html uses convex transforms and predictable martingale transforms,active
rel.depends-on.martingales-inequalities.martingales-stop,depends-on,unit.o009.random.martingales.inequalities,unit.o009.random.martingales.stop,martingales/Inequalities.html uses stopping times and optional stopping,active
rel.depends-on.martingales-inequalities.prob-convergence,depends-on,unit.o009.random.martingales.inequalities,unit.o009.random.prob.convergence,martingales/Inequalities.html uses continuity of probability and prepares pathwise convergence,active
rel.depends-on.martingales-stop.martingales-properties,depends-on,unit.o009.random.martingales.stop,unit.o009.random.martingales.properties,martingales/Stop.html uses martingale transforms and earlier martingale properties,active
rel.depends-on.martingales-stop.prob-stop,depends-on,unit.o009.random.martingales.stop,unit.o009.random.prob.stop,"martingales/Stop.html recalls filtration, stopping-time, and stopped-process definitions",active
rel.depends-on.unit.o009.random.martingales.introduction.fig1.asset.random.martingale-harness,depends-on,unit.o009.random.martingales.introduction.fig1,asset.random.martingale-harness,martingales/Introduction.html#fig1,active
rel.depends-on.unit.o009.random.martingales.properties.convex-function,depends-on,unit.o009.random.martingales.properties,asset.random.martingales.convex-function,martingales/Properties.html#fig2,active
rel.depends-on.unit.o009.random.martingales.properties.positive-part,depends-on,unit.o009.random.martingales.properties,asset.random.martingales.positive-part,martingales/Properties.html#fig3,active
rel.depends-on.unit.o009.random.martingales.properties.powers,depends-on,unit.o009.random.martingales.properties,asset.random.martingales.powers,martingales/Properties.html,active
rel.depends.lab-convergence-mc.theory-convergence,depends-on,o009-lab-convergence-mc,unit.o009.random.prob.convergence,matched_theory_id in Rmd metadata,active
rel.depends.lab-markov-gambler-ruin.theory-markov-general,depends-on,o009-lab-markov-gambler-ruin,unit.o009.random.markov.general,matched_theory_id in Rmd metadata,active
rel.hints.markov-mastery.1,hints,o009-hint-markov-gambler-ruin-mastery-1,o009-exercise-markov-gambler-ruin-mastery,explicit Markov mastery sequence,active
rel.hints.markov-mastery.2,hints,o009-hint-markov-gambler-ruin-mastery-2,o009-exercise-markov-gambler-ruin-mastery,explicit Markov mastery sequence,active
